EMPCT;opc1;opc1desc;opc2;opc2d
59017;15;Medicina (I);9;Engenharia Quimica (I)
59018;15;Medicina (I);14;Odontologia (I)
59019;15;Medicina (I);27;Educacao Fisica (I)
59020;15;Medicina (I);102;Engenharia de Producao (I)
59021;15;Medicina (I);107;Nutricao (I)
59022;15;Medicina (I);14;Odontologia (I)
59023;15;Medicina (I);21;Enfermagem (I)
59024;15;Medicina (I);6;Ciencias Biologicas (I)
59025;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59026;15;Medicina (I);63;Farmacia (I)
59027;15;Medicina (I);14;Odontologia (I)
59028;15;Medicina (I);12;Engenharia Civil (I)
59029;15;Medicina (I);14;Odontologia (I)
59030;15;Medicina (I);14;Odontologia (I)
59031;15;Medicina (I);6;Ciencias Biologicas (I)
59032;15;Medicina (I);;
59033;15;Medicina (I);14;Odontologia (I)
59034;15;Medicina (I);63;Farmacia (I)
59035;15;Medicina (I);21;Enfermagem (I)
59036;15;Medicina (I);14;Odontologia (I)
59037;15;Medicina (I);21;Enfermagem (I)
59038;15;Medicina (I);;
59039;15;Medicina (I);21;Enfermagem (I)
59040;15;Medicina (I);63;Farmacia (I)
59041;15;Medicina (I);14;Odontologia (I)
59042;15;Medicina (I);13;Engenharia de Alimentos (I)
59043;15;Medicina (I);21;Enfermagem (I)
59044;15;Medicina (I);14;Odontologia (I)
59045;15;Medicina (I);63;Farmacia (I)
59046;15;Medicina (I);30;Filosofia (I)
59047;15;Medicina (I);14;Odontologia (I)
59048;15;Medicina (I);14;Odontologia (I)
59049;15;Medicina (I);58;Fonoaudiologia (I)
59050;15;Medicina (I);107;Nutricao (I)
59051;15;Medicina (I);;
59052;15;Medicina (I);21;Enfermagem (I)
59053;15;Medicina (I);107;Nutricao (I)
59054;15;Medicina (I);14;Odontologia (I)
59055;15;Medicina (I);63;Farmacia (I)
59056;15;Medicina (I);14;Odontologia (I)
59057;15;Medicina (I);14;Odontologia (I)
59058;15;Medicina (I);55;Geografia (N)
59059;15;Medicina (I);21;Enfermagem (I)
59060;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59061;15;Medicina (I);5;Quimica (I)
59062;15;Medicina (I);9;Engenharia Quimica (I)
59063;15;Medicina (I);30;Filosofia (I)
59064;15;Medicina (I);27;Educacao Fisica (I)
59065;15;Medicina (I);;
59066;15;Medicina (I);5;Quimica (I)
59067;15;Medicina (I);188;Engenharia de Telecomunicacoes (I)
59068;15;Medicina (I);21;Enfermagem (I)
59069;15;Medicina (I);107;Nutricao (I)
59070;15;Medicina (I);102;Engenharia de Producao (I)
59071;15;Medicina (I);107;Nutricao (I)
59072;15;Medicina (I);86;Estudos Literarios (I)
59073;15;Medicina (I);14;Odontologia (I)
59074;15;Medicina (I);110;Administracao Publica (N)
59075;15;Medicina (I);107;Nutricao (I)
59076;15;Medicina (I);86;Estudos Literarios (I)
59077;15;Medicina (I);89;Engenharia Ambiental (N)
59078;15;Medicina (I);21;Enfermagem (I)
59079;15;Medicina (I);;
59080;15;Medicina (I);21;Enfermagem (I)
59081;15;Medicina (I);7;Letras - Licenciatura (I)
59082;15;Medicina (I);21;Enfermagem (I)
59083;15;Medicina (I);14;Odontologia (I)
59084;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59085;15;Medicina (I);21;Enfermagem (I)
59086;15;Medicina (I);21;Enfermagem (I)
59087;15;Medicina (I);58;Fonoaudiologia (I)
59088;15;Medicina (I);14;Odontologia (I)
59089;15;Medicina (I);14;Odontologia (I)
59090;15;Medicina (I);6;Ciencias Biologicas (I)
59091;15;Medicina (I);16;Ciencias Sociais (I)
59092;15;Medicina (I);14;Odontologia (I)
59093;15;Medicina (I);;
59094;15;Medicina (I);21;Enfermagem (I)
59095;15;Medicina (I);21;Enfermagem (I)
59096;15;Medicina (I);21;Enfermagem (I)
59097;15;Medicina (I);;
59098;15;Medicina (I);14;Odontologia (I)
59099;15;Medicina (I);14;Odontologia (I)
59100;15;Medicina (I);107;Nutricao (I)
59101;15;Medicina (I);14;Odontologia (I)
59102;15;Medicina (I);14;Odontologia (I)
59103;15;Medicina (I);107;Nutricao (I)
59104;15;Medicina (I);102;Engenharia de Producao (I)
59105;15;Medicina (I);14;Odontologia (I)
59106;15;Medicina (I);14;Odontologia (I)
59107;15;Medicina (I);21;Enfermagem (I)
59108;15;Medicina (I);42;Ciencia da Computacao (N)
59109;15;Medicina (I);21;Enfermagem (I)
59110;15;Medicina (I);14;Odontologia (I)
59111;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59112;15;Medicina (I);16;Ciencias Sociais (I)
59113;15;Medicina (I);6;Ciencias Biologicas (I)
59114;15;Medicina (I);39;Engenharia Quimica (N)
59115;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59116;15;Medicina (I);14;Odontologia (I)
59117;15;Medicina (I);21;Enfermagem (I)
59118;15;Medicina (I);14;Odontologia (I)
59119;15;Medicina (I);63;Farmacia (I)
59120;15;Medicina (I);14;Odontologia (I)
59121;15;Medicina (I);21;Enfermagem (I)
59122;15;Medicina (I);102;Engenharia de Producao (I)
59123;15;Medicina (I);14;Odontologia (I)
59124;15;Medicina (I);21;Enfermagem (I)
59125;15;Medicina (I);21;Enfermagem (I)
59126;15;Medicina (I);21;Enfermagem (I)
59127;15;Medicina (I);21;Enfermagem (I)
59128;15;Medicina (I);;
59129;15;Medicina (I);14;Odontologia (I)
59130;15;Medicina (I);6;Ciencias Biologicas (I)
59131;15;Medicina (I);63;Farmacia (I)
59132;15;Medicina (I);63;Farmacia (I)
59133;15;Medicina (I);107;Nutricao (I)
59134;15;Medicina (I);63;Farmacia (I)
59135;15;Medicina (I);63;Farmacia (I)
59136;15;Medicina (I);14;Odontologia (I)
59137;15;Medicina (I);;
59138;15;Medicina (I);14;Odontologia (I)
59139;15;Medicina (I);;
59140;15;Medicina (I);11;Engenharia Eletrica (I)
59141;15;Medicina (I);107;Nutricao (I)
59142;15;Medicina (I);9;Engenharia Quimica (I)
59143;15;Medicina (I);63;Farmacia (I)
59144;15;Medicina (I);6;Ciencias Biologicas (I)
59145;15;Medicina (I);14;Odontologia (I)
59146;15;Medicina (I);14;Odontologia (I)
59147;15;Medicina (I);107;Nutricao (I)
59148;15;Medicina (I);11;Engenharia Eletrica (I)
59149;15;Medicina (I);21;Enfermagem (I)
59150;15;Medicina (I);109;Administracao (N)
59151;15;Medicina (I);17;Ciencias Economicas (I)
59152;15;Medicina (I);9;Engenharia Quimica (I)
59153;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59154;15;Medicina (I);;
59155;15;Medicina (I);107;Nutricao (I)
59156;15;Medicina (I);21;Enfermagem (I)
59157;15;Medicina (I);14;Odontologia (I)
59158;15;Medicina (I);14;Odontologia (I)
59159;15;Medicina (I);21;Enfermagem (I)
59160;15;Medicina (I);58;Fonoaudiologia (I)
59161;15;Medicina (I);6;Ciencias Biologicas (I)
59162;15;Medicina (I);102;Engenharia de Producao (I)
59163;15;Medicina (I);6;Ciencias Biologicas (I)
59164;15;Medicina (I);21;Enfermagem (I)
59165;15;Medicina (I);14;Odontologia (I)
59166;15;Medicina (I);9;Engenharia Quimica (I)
59167;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59168;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59169;15;Medicina (I);17;Ciencias Economicas (I)
59170;15;Medicina (I);6;Ciencias Biologicas (I)
59171;15;Medicina (I);14;Odontologia (I)
59172;15;Medicina (I);63;Farmacia (I)
59173;15;Medicina (I);21;Enfermagem (I)
59174;15;Medicina (I);14;Odontologia (I)
59175;15;Medicina (I);107;Nutricao (I)
59176;15;Medicina (I);107;Nutricao (I)
59177;15;Medicina (I);19;Historia (I)
59178;15;Medicina (I);89;Engenharia Ambiental (N)
59179;15;Medicina (I);14;Odontologia (I)
59180;15;Medicina (I);64;Comunicacao Social-Midialogia (I)
59181;15;Medicina (I);6;Ciencias Biologicas (I)
59182;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59183;15;Medicina (I);14;Odontologia (I)
59184;15;Medicina (I);19;Historia (I)
59185;15;Medicina (I);6;Ciencias Biologicas (I)
59186;15;Medicina (I);19;Historia (I)
59187;15;Medicina (I);;
59188;15;Medicina (I);107;Nutricao (I)
59189;15;Medicina (I);30;Filosofia (I)
59190;15;Medicina (I);14;Odontologia (I)
59191;15;Medicina (I);12;Engenharia Civil (I)
59192;15;Medicina (I);107;Nutricao (I)
59193;15;Medicina (I);110;Administracao Publica (N)
59194;15;Medicina (I);6;Ciencias Biologicas (I)
59195;15;Medicina (I);39;Engenharia Quimica (N)
59196;15;Medicina (I);14;Odontologia (I)
59197;15;Medicina (I);21;Enfermagem (I)
59198;15;Medicina (I);;
59199;15;Medicina (I);;
59200;15;Medicina (I);63;Farmacia (I)
59201;15;Medicina (I);14;Odontologia (I)
59202;15;Medicina (I);11;Engenharia Eletrica (I)
59203;15;Medicina (I);63;Farmacia (I)
59204;15;Medicina (I);109;Administracao (N)
59205;15;Medicina (I);21;Enfermagem (I)
59206;15;Medicina (I);14;Odontologia (I)
59207;15;Medicina (I);14;Odontologia (I)
59208;15;Medicina (I);;
59209;15;Medicina (I);14;Odontologia (I)
59210;15;Medicina (I);6;Ciencias Biologicas (I)
59211;15;Medicina (I);;
59212;15;Medicina (I);21;Enfermagem (I)
59213;15;Medicina (I);14;Odontologia (I)
59214;15;Medicina (I);12;Engenharia Civil (I)
59215;15;Medicina (I);21;Enfermagem (I)
59216;15;Medicina (I);14;Odontologia (I)
59217;15;Medicina (I);14;Odontologia (I)
59218;15;Medicina (I);12;Engenharia Civil (I)
59219;15;Medicina (I);17;Ciencias Economicas (I)
59220;15;Medicina (I);6;Ciencias Biologicas (I)
59221;15;Medicina (I);21;Enfermagem (I)
59222;15;Medicina (I);13;Engenharia de Alimentos (I)
59223;15;Medicina (I);21;Enfermagem (I)
59224;15;Medicina (I);6;Ciencias Biologicas (I)
59225;15;Medicina (I);11;Engenharia Eletrica (I)
59226;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59227;15;Medicina (I);107;Nutricao (I)
59228;15;Medicina (I);6;Ciencias Biologicas (I)
59229;15;Medicina (I);14;Odontologia (I)
59230;15;Medicina (I);14;Odontologia (I)
59231;15;Medicina (I);63;Farmacia (I)
59232;15;Medicina (I);14;Odontologia (I)
59233;15;Medicina (I);14;Odontologia (I)
59234;15;Medicina (I);12;Engenharia Civil (I)
59235;15;Medicina (I);21;Enfermagem (I)
59236;15;Medicina (I);58;Fonoaudiologia (I)
59237;15;Medicina (I);63;Farmacia (I)
59238;15;Medicina (I);19;Historia (I)
59239;15;Medicina (I);21;Enfermagem (I)
59240;15;Medicina (I);;
59241;15;Medicina (I);14;Odontologia (I)
59242;15;Medicina (I);63;Farmacia (I)
59243;15;Medicina (I);14;Odontologia (I)
59244;15;Medicina (I);21;Enfermagem (I)
59245;15;Medicina (I);21;Enfermagem (I)
59246;15;Medicina (I);63;Farmacia (I)
59247;15;Medicina (I);58;Fonoaudiologia (I)
59248;15;Medicina (I);21;Enfermagem (I)
59249;15;Medicina (I);6;Ciencias Biologicas (I)
59250;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59251;15;Medicina (I);14;Odontologia (I)
59252;15;Medicina (I);63;Farmacia (I)
59253;15;Medicina (I);21;Enfermagem (I)
59254;15;Medicina (I);107;Nutricao (I)
59255;15;Medicina (I);14;Odontologia (I)
59256;15;Medicina (I);14;Odontologia (I)
59257;15;Medicina (I);;
59258;15;Medicina (I);46;Ciencias Biologicas - Licenciatura (N)
59259;15;Medicina (I);21;Enfermagem (I)
59260;15;Medicina (I);6;Ciencias Biologicas (I)
59261;15;Medicina (I);14;Odontologia (I)
59262;15;Medicina (I);102;Engenharia de Producao (I)
59263;15;Medicina (I);37;Tecnologia em Construcao de Edificios (N)
59264;15;Medicina (I);21;Enfermagem (I)
59265;15;Medicina (I);107;Nutricao (I)
59266;15;Medicina (I);63;Farmacia (I)
59267;15;Medicina (I);16;Ciencias Sociais (I)
59268;15;Medicina (I);14;Odontologia (I)
59269;15;Medicina (I);6;Ciencias Biologicas (I)
59270;15;Medicina (I);107;Nutricao (I)
59271;15;Medicina (I);21;Enfermagem (I)
59272;15;Medicina (I);14;Odontologia (I)
59273;15;Medicina (I);12;Engenharia Civil (I)
59274;15;Medicina (I);55;Geografia (N)
59275;15;Medicina (I);6;Ciencias Biologicas (I)
59276;15;Medicina (I);6;Ciencias Biologicas (I)
59277;15;Medicina (I);5;Quimica (I)
59278;15;Medicina (I);14;Odontologia (I)
59279;15;Medicina (I);9;Engenharia Quimica (I)
59280;15;Medicina (I);;
59281;15;Medicina (I);34;Engenharia de Computacao (I)
59282;15;Medicina (I);14;Odontologia (I)
59283;15;Medicina (I);14;Odontologia (I)
59284;15;Medicina (I);21;Enfermagem (I)
59285;15;Medicina (I);14;Odontologia (I)
59286;15;Medicina (I);6;Ciencias Biologicas (I)
59287;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
59288;16;Ciencias Sociais (I);19;Historia (I)
59289;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
59290;16;Ciencias Sociais (I);19;Historia (I)
59291;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
59292;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
59293;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
59294;16;Ciencias Sociais (I);20;Pedagogia - Licenciatura (I)
59295;16;Ciencias Sociais (I);19;Historia (I)
59296;16;Ciencias Sociais (I);19;Historia (I)
59297;16;Ciencias Sociais (I);19;Historia (I)
59298;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
59299;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
59300;16;Ciencias Sociais (I);21;Enfermagem (I)
59301;16;Ciencias Sociais (I);54;Geografia (I)
59302;17;Ciencias Economicas (I);2;Estatistica (I)
59303;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59304;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59305;17;Ciencias Economicas (I);110;Administracao Publica (N)
59306;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59307;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59308;17;Ciencias Economicas (I);6;Ciencias Biologicas (I)
59309;17;Ciencias Economicas (I);2;Estatistica (I)
59310;17;Ciencias Economicas (I);8;Engenharia Agricola (I)
59311;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59312;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59313;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59314;17;Ciencias Economicas (I);19;Historia (I)
59315;17;Ciencias Economicas (I);29;Matematica - Licenciatura (N)
59316;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59317;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59318;17;Ciencias Economicas (I);109;Administracao (N)
59319;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59320;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59321;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59322;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59323;17;Ciencias Economicas (I);;
59324;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59325;17;Ciencias Economicas (I);109;Administracao (N)
59326;17;Ciencias Economicas (I);2;Estatistica (I)
59327;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59328;17;Ciencias Economicas (I);12;Engenharia Civil (I)
59329;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59330;17;Ciencias Economicas (I);;
59331;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59332;17;Ciencias Economicas (I);109;Administracao (N)
59333;17;Ciencias Economicas (I);10;Engenharia Mecanica (I)
59334;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59335;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59336;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59337;17;Ciencias Economicas (I);16;Ciencias Sociais (I)
59338;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59339;17;Ciencias Economicas (I);109;Administracao (N)
59340;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59341;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
59342;17;Ciencias Economicas (I);109;Administracao (N)
59343;17;Ciencias Economicas (I);19;Historia (I)
59344;18;Linguistica (I);86;Estudos Literarios (I)
59345;18;Linguistica (I);19;Historia (I)
59346;19;Historia (I);109;Administracao (N)
59347;19;Historia (I);109;Administracao (N)
59348;19;Historia (I);57;Letras - Licenciatura (N)
59349;19;Historia (I);109;Administracao (N)
59350;19;Historia (I);30;Filosofia (I)
59351;19;Historia (I);54;Geografia (I)
59352;19;Historia (I);54;Geografia (I)
59353;19;Historia (I);16;Ciencias Sociais (I)
59354;19;Historia (I);38;Pedagogia - Licenciatura (N)
59355;19;Historia (I);16;Ciencias Sociais (I)
59356;19;Historia (I);17;Ciencias Economicas (I)
59357;19;Historia (I);30;Filosofia (I)
59358;19;Historia (I);15;Medicina (I)
59359;19;Historia (I);30;Filosofia (I)
59360;19;Historia (I);14;Odontologia (I)
59361;19;Historia (I);20;Pedagogia - Licenciatura (I)
59362;19;Historia (I);16;Ciencias Sociais (I)
59363;19;Historia (I);7;Letras - Licenciatura (I)
59364;19;Historia (I);7;Letras - Licenciatura (I)
59365;19;Historia (I);16;Ciencias Sociais (I)
59366;19;Historia (I);54;Geografia (I)
59367;20;Pedagogia - Licenciatura (I);19;Historia (I)
59368;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
59369;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
59370;20;Pedagogia - Licenciatura (I);86;Estudos Literarios (I)
59371;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
59372;20;Pedagogia - Licenciatura (I);110;Administracao Publica (N)
59373;20;Pedagogia - Licenciatura (I);27;Educacao Fisica (I)
59374;20;Pedagogia - Licenciatura (I);46;Ciencias Biologicas - Licenciatura (N)
59375;21;Enfermagem (I);63;Farmacia (I)
59376;21;Enfermagem (I);15;Medicina (I)
59377;21;Enfermagem (I);63;Farmacia (I)
59378;21;Enfermagem (I);58;Fonoaudiologia (I)
59379;21;Enfermagem (I);6;Ciencias Biologicas (I)
59380;21;Enfermagem (I);14;Odontologia (I)
59381;21;Enfermagem (I);107;Nutricao (I)
59382;21;Enfermagem (I);63;Farmacia (I)
59383;21;Enfermagem (I);58;Fonoaudiologia (I)
59384;21;Enfermagem (I);6;Ciencias Biologicas (I)
59385;21;Enfermagem (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59386;21;Enfermagem (I);63;Farmacia (I)
59387;21;Enfermagem (I);14;Odontologia (I)
59388;21;Enfermagem (I);20;Pedagogia - Licenciatura (I)
59389;21;Enfermagem (I);6;Ciencias Biologicas (I)
59390;21;Enfermagem (I);107;Nutricao (I)
59391;21;Enfermagem (I);14;Odontologia (I)
59392;21;Enfermagem (I);20;Pedagogia - Licenciatura (I)
59393;21;Enfermagem (I);15;Medicina (I)
59394;23;Danca (I);64;Comunicacao Social-Midialogia (I)
59395;23;Danca (I);102;Engenharia de Producao (I)
59396;23;Danca (I);29;Matematica - Licenciatura (N)
59397;23;Danca (I);6;Ciencias Biologicas (I)
59398;23;Danca (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
59399;23;Danca (I);27;Educacao Fisica (I)
59400;23;Danca (I);40;Fisica - Licenciatura (N)
59401;23;Danca (I);;
59402;25;Artes Visuais (I);16;Ciencias Sociais (I)
59403;25;Artes Visuais (I);16;Ciencias Sociais (I)
59404;25;Artes Visuais (I);53;Geologia (I)
59405;25;Artes Visuais (I);64;Comunicacao Social-Midialogia (I)
59406;25;Artes Visuais (I);7;Letras - Licenciatura (I)
59407;25;Artes Visuais (I);64;Comunicacao Social-Midialogia (I)
59408;25;Artes Visuais (I);86;Estudos Literarios (I)
59409;25;Artes Visuais (I);16;Ciencias Sociais (I)
59410;25;Artes Visuais (I);;
59411;25;Artes Visuais (I);16;Ciencias Sociais (I)
59412;25;Artes Visuais (I);19;Historia (I)
59413;25;Artes Visuais (I);19;Historia (I)
59414;25;Artes Visuais (I);44;Ciencias Sociais (N)
59415;25;Artes Visuais (I);;
59416;25;Artes Visuais (I);44;Ciencias Sociais (N)
59417;25;Artes Visuais (I);53;Geologia (I)
59418;25;Artes Visuais (I);7;Letras - Licenciatura (I)
59419;25;Artes Visuais (I);7;Letras - Licenciatura (I)
59420;25;Artes Visuais (I);64;Comunicacao Social-Midialogia (I)
59421;25;Artes Visuais (I);47;Ciencias Economicas (N)
59422;26;Artes Cenicas (I);16;Ciencias Sociais (I)
59423;26;Artes Cenicas (I);21;Enfermagem (I)
59424;26;Artes Cenicas (I);6;Ciencias Biologicas (I)
59425;26;Artes Cenicas (I);;
59426;26;Artes Cenicas (I);44;Ciencias Sociais (N)
59427;26;Artes Cenicas (I);15;Medicina (I)
59428;26;Artes Cenicas (I);27;Educacao Fisica (I)
59429;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
59430;26;Artes Cenicas (I);107;Nutricao (I)
59431;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
59432;26;Artes Cenicas (I);7;Letras - Licenciatura (I)
59433;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
59434;26;Artes Cenicas (I);19;Historia (I)
59435;26;Artes Cenicas (I);109;Administracao (N)
